TransactionID,Date,Region,BranchID,BranchName,BranchManager,ProductCategory,ProductID,Quantity,UnitPrice,UnitCost,GrossSales,COGS,GrossProfit,OperationalCost,NetProfit,PaymentMethod,DayOfWeek
T011017,2021-10-18,East,B003,East - Siliguri,Sunita M,Electronics,ELE-002,1,1874.19,1323.43,1874.19,1323.43,550.76,250.63,300.13,Wallet,Monday
T011018,2019-03-05,West,B011,West - Ahmedabad,Kumar S,Grocery,GRO-027,1,90.23,45.03,90.23,45.03,45.2,44.23,0.97,Cash,Tuesday
T011019,2020-12-30,East,B002,East - Kolkata,Priya N,Home & Kitchen,HOM-004,1,3774.16,2484.96,3774.16,2484.96,1289.2,627.33,661.87,Cash,Wednesday
T011020,2021-07-24,North,B007,North - Trichy,Sahana P,Health & Beauty,HEA-036,1,3289.46,2525.19,3289.46,2525.19,764.27,223.63,540.64,Card,Saturday
T011021,2019-05-26,East,B003,East - Siliguri,Sunita M,Toys,TOY-046,1,2125.02,1505.39,2125.02,1505.39,619.63,113.56,506.07,UPI,Sunday
T011022,2021-02-22,West,B011,West - Ahmedabad,Kumar S,Grocery,GRO-036,1,3476.5,1818.79,3476.5,1818.79,1657.71,418.51,1239.2,Cash,Monday
T011023,2019-10-24,East,B001,East - Bhubaneswar,Arun D,Home & Kitchen,HOM-042,1,1554.52,708.49,1554.52,708.49,846.03,179.92,666.11,UPI,Thursday
T011024,2021-12-12,North,B004,North - Chennai,Anil Rao,Home & Kitchen,HOM-021,1,1718.46,1033.66,1718.46,1033.66,684.8,51.75,633.05,Card,Sunday
T011025,2021-10-12,West,B011,West - Ahmedabad,Kumar S,Home & Kitchen,HOM-046,1,2367.19,1619.54,2367.19,1619.54,747.65,274.75,472.9,UPI,Tuesday
T011026,2019-05-29,East,B003,East - Siliguri,Sunita M,Toys,TOY-006,1,1183.34,798.98,1183.34,798.98,384.36,212.51,171.85,Card,Wednesday
T011027,2019-11-08,South,B008,South - Bangalore,Ravi K,Grocery,GRO-024,1,1792.62,1108.6,1792.62,1108.6,684.02,237.83,446.19,Card,Friday
T011028,2019-11-08,North,B005,North - Coimbatore,Divya G,Grocery,GRO-034,1,3375.87,2491.01,3375.87,2491.01,884.86,126.27,758.59,Cash,Friday
T011029,2019-08-22,South,B008,South - Bangalore,Ravi K,Clothing,CLO-025,1,690.59,524.56,690.59,524.56,166.03,125.46,40.57,Card,Thursday
T011030,2019-04-16,East,B003,East - Siliguri,Sunita M,Health & Beauty,HEA-049,1,2289.65,1280.44,2289.65,1280.44,1009.21,380.16,629.05,Card,Tuesday
T011031,2020-08-23,West,B011,West - Ahmedabad,Kumar S,Home & Kitchen,HOM-012,1,3387.58,2150.85,3387.58,2150.85,1236.73,151.14,1085.59,Cash,Sunday
T011032,2019-04-30,North,B004,North - Chennai,Anil Rao,Grocery,GRO-011,1,2400.38,1188.49,2400.38,1188.49,1211.89,148.03,1063.86,Wallet,Tuesday
T011033,2019-07-28,South,B008,South - Bangalore,Ravi K,Grocery,GRO-035,1,4723.53,3237.47,4723.53,3237.47,1486.06,872.1,613.96,NetBanking,Sunday
T011034,2021-11-13,East,B002,East - Kolkata,Priya N,Health & Beauty,HEA-003,1,3639.04,2455.87,3639.04,2455.87,1183.17,193.68,989.49,Card,Saturday
T011035,2020-12-17,North,B005,North - Coimbatore,Divya G,Grocery,GRO-021,1,1836.21,1365.24,1836.21,1365.24,470.97,54.4,416.57,Wallet,Thursday
T011036,2021-08-17,East,B001,East - Bhubaneswar,Arun D,Health & Beauty,HEA-012,1,2410.02,1436.71,2410.02,1436.71,973.31,130.53,842.78,Card,Tuesday
T011037,2020-06-29,East,B001,East - Bhubaneswar,Arun D,Clothing,CLO-050,1,3135.17,1470.06,3135.17,1470.06,1665.11,184.0,1481.11,Cash,Monday
T011038,2019-06-10,East,B001,East - Bhubaneswar,Arun D,Clothing,CLO-017,1,584.77,416.11,584.77,416.11,168.66,131.7,36.96,NetBanking,Monday
T011039,2019-05-20,South,B010,South - Mysore,Meera S,Home & Kitchen,HOM-030,2,530.93,331.8,1061.86,663.6,398.26,197.43,200.83,NetBanking,Monday
T011040,2019-08-21,East,B002,East - Kolkata,Priya N,Clothing,CLO-035,1,4270.01,3133.29,4270.01,3133.29,1136.72,297.44,839.28,NetBanking,Wednesday
T011041,2021-05-30,West,B013,West - Pune,Bhavani L,Grocery,GRO-008,1,2465.72,1633.72,2465.72,1633.72,832.0,236.61,595.39,NetBanking,Sunday
T011042,2021-05-01,West,B012,West - Mumbai,Vikram J,Health & Beauty,HEA-004,1,4498.63,3409.42,4498.63,3409.42,1089.21,325.47,763.74,Wallet,Saturday
T011043,2020-06-02,East,B002,East - Kolkata,Priya N,Clothing,CLO-021,1,2944.86,1581.6,2944.86,1581.6,1363.26,337.72,1025.54,Wallet,Tuesday
T011044,2020-01-16,North,B006,North - Madurai,Karthik V,Clothing,CLO-028,1,4360.54,3144.02,4360.54,3144.02,1216.52,552.54,663.98,Card,Thursday
T011045,2021-03-23,East,B003,East - Siliguri,Sunita M,Grocery,GRO-027,1,4712.8,2149.23,4712.8,2149.23,2563.57,787.32,1776.25,NetBanking,Tuesday
T011046,2020-06-25,West,B012,West - Mumbai,Vikram J,Electronics,ELE-024,2,12385.4,9698.04,24770.8,19396.08,5374.72,2402.1,2972.62,Card,Thursday
T011047,2020-03-17,North,B004,North - Chennai,Anil Rao,Home & Kitchen,HOM-013,1,92.45,42.2,92.45,42.2,50.25,43.32,6.93,Cash,Tuesday
T011048,2021-10-26,East,B001,East - Bhubaneswar,Arun D,Health & Beauty,HEA-021,1,2637.49,1482.91,2637.49,1482.91,1154.58,460.31,694.27,Wallet,Tuesday
T011049,2021-11-26,South,B008,South - Bangalore,Ravi K,Electronics,ELE-042,1,23962.6,12059.97,23962.6,12059.97,11902.63,1662.66,10239.97,Cash,Friday
T011050,2021-09-24,West,B011,West - Ahmedabad,Kumar S,Home & Kitchen,HOM-030,1,145.21,73.2,145.21,73.2,72.01,21.07,50.94,Cash,Friday
T011051,2019-08-30,South,B008,South - Bangalore,Ravi K,Clothing,CLO-031,1,2110.48,1350.61,2110.48,1350.61,759.87,245.41,514.46,Cash,Friday
T011052,2019-09-30,North,B007,North - Trichy,Sahana P,Grocery,GRO-033,2,2924.08,1495.87,5848.16,2991.74,2856.42,489.98,2366.44,Card,Monday
T011053,2020-09-25,West,B011,West - Ahmedabad,Kumar S,Grocery,GRO-010,1,2809.73,1738.99,2809.73,1738.99,1070.74,200.27,870.47,Card,Friday
T011054,2020-08-29,West,B013,West - Pune,Bhavani L,Health & Beauty,HEA-010,1,1151.4,902.32,1151.4,902.32,249.08,122.78,126.3,Card,Saturday
T011055,2021-02-25,East,B001,East - Bhubaneswar,Arun D,Home & Kitchen,HOM-007,1,4878.25,3861.29,4878.25,3861.29,1016.96,607.29,409.67,UPI,Thursday
T011056,2019-07-11,East,B001,East - Bhubaneswar,Arun D,Health & Beauty,HEA-012,1,513.29,311.2,513.29,311.2,202.09,36.41,165.68,NetBanking,Thursday
T011057,2020-12-04,North,B006,North - Madurai,Karthik V,Grocery,GRO-024,1,4823.32,2899.73,4823.32,2899.73,1923.59,854.52,1069.07,UPI,Friday
T011058,2019-11-02,North,B005,North - Coimbatore,Divya G,Health & Beauty,HEA-034,1,3363.44,1629.72,3363.44,1629.72,1733.72,610.44,1123.28,Card,Saturday
T011059,2021-04-10,North,B004,North - Chennai,Anil Rao,Grocery,GRO-038,2,3257.16,1861.03,6514.32,3722.06,2792.26,479.1,2313.16,UPI,Saturday
T011060,2020-11-28,East,B001,East - Bhubaneswar,Arun D,Grocery,GRO-033,1,4449.63,3350.65,4449.63,3350.65,1098.98,742.09,356.89,Wallet,Saturday
T011061,2020-08-31,North,B007,North - Trichy,Sahana P,Electronics,ELE-006,1,23292.68,12605.82,23292.68,12605.82,10686.86,641.98,10044.88,Cash,Monday
T011062,2021-04-05,East,B001,East - Bhubaneswar,Arun D,Grocery,GRO-033,1,1400.49,887.35,1400.49,887.35,513.14,179.67,333.47,Card,Monday
T011063,2019-12-06,East,B003,East - Siliguri,Sunita M,Clothing,CLO-017,1,4722.68,2665.32,4722.68,2665.32,2057.36,366.29,1691.07,Card,Friday
T011064,2020-06-01,East,B002,East - Kolkata,Priya N,Clothing,CLO-036,1,1003.9,639.65,1003.9,639.65,364.25,139.08,225.17,Card,Monday
T011065,2020-04-10,North,B005,North - Coimbatore,Divya G,Health & Beauty,HEA-040,1,963.88,594.17,963.88,594.17,369.71,110.34,259.37,Card,Friday
T011066,2019-09-27,North,B004,North - Chennai,Anil Rao,Grocery,GRO-030,4,2988.89,2298.42,11955.56,9193.68,2761.88,1945.68,816.2,Card,Friday
T011067,2020-08-12,West,B013,West - Pune,Bhavani L,Health & Beauty,HEA-001,2,4201.24,2080.74,8402.48,4161.48,4241.0,630.2,3610.8,Card,Wednesday
T011068,2019-11-17,North,B004,North - Chennai,Anil Rao,Home & Kitchen,HOM-018,1,2217.96,1739.67,2217.96,1739.67,478.29,158.91,319.38,Card,Sunday
T011069,2021-07-03,West,B012,West - Mumbai,Vikram J,Grocery,GRO-002,1,1048.12,736.74,1048.12,736.74,311.38,174.34,137.04,Card,Saturday
T011070,2019-03-06,West,B011,West - Ahmedabad,Kumar S,Toys,TOY-017,1,1627.5,963.34,1627.5,963.34,664.16,177.52,486.64,UPI,Wednesday
T011071,2020-11-14,North,B004,North - Chennai,Anil Rao,Electronics,ELE-010,1,18940.02,12643.94,18940.02,12643.94,6296.08,1216.47,5079.61,Card,Saturday
T011072,2019-01-12,East,B003,East - Siliguri,Sunita M,Grocery,GRO-037,2,4614.42,2276.35,9228.84,4552.7,4676.14,1217.56,3458.58,UPI,Saturday
T011073,2020-06-02,East,B002,East - Kolkata,Priya N,Grocery,GRO-012,2,3383.57,2353.27,6767.14,4706.54,2060.6,631.88,1428.72,Card,Tuesday
T011074,2020-08-03,East,B001,East - Bhubaneswar,Arun D,Home & Kitchen,HOM-032,1,2251.14,1013.78,2251.14,1013.78,1237.36,327.25,910.11,Card,Monday
T011075,2020-03-07,East,B001,East - Bhubaneswar,Arun D,Clothing,CLO-022,1,2779.5,1571.14,2779.5,1571.14,1208.36,529.17,679.19,Card,Saturday
T011076,2021-12-22,North,B004,North - Chennai,Anil Rao,Home & Kitchen,HOM-014,1,3778.05,2415.34,3778.05,2415.34,1362.71,215.77,1146.94,Card,Wednesday
T011077,2019-12-06,North,B004,North - Chennai,Anil Rao,Grocery,GRO-009,1,2331.75,1057.55,2331.75,1057.55,1274.2,200.16,1074.04,UPI,Friday
T011078,2021-04-21,East,B003,East - Siliguri,Sunita M,Toys,TOY-033,1,3183.08,2330.65,3183.08,2330.65,852.43,478.94,373.49,UPI,Wednesday
T011079,2019-08-21,South,B009,South - Mangalore,Nitin R,Grocery,GRO-017,1,3511.62,1941.36,3511.62,1941.36,1570.26,184.25,1386.01,NetBanking,Wednesday
T011080,2020-02-11,South,B010,South - Mysore,Meera S,Clothing,CLO-018,1,2935.57,1413.81,2935.57,1413.81,1521.76,365.61,1156.15,Cash,Tuesday
T011081,2021-07-02,East,B001,East - Bhubaneswar,Arun D,Grocery,GRO-035,1,3283.79,2481.16,3283.79,2481.16,802.63,392.6,410.03,Card,Friday
T011082,2020-10-06,West,B013,West - Pune,Bhavani L,Toys,TOY-004,2,4423.82,3200.33,8847.64,6400.66,2446.98,1572.46,874.52,NetBanking,Tuesday
T011083,2019-01-22,West,B012,West - Mumbai,Vikram J,Grocery,GRO-037,1,3900.79,3084.72,3900.79,3084.72,816.07,225.35,590.72,Card,Tuesday
T011084,2021-03-16,North,B006,North - Madurai,Karthik V,Home & Kitchen,HOM-049,2,1769.5,1153.05,3539.0,2306.1,1232.9,539.3,693.6,Wallet,Tuesday
T011085,2021-07-18,East,B001,East - Bhubaneswar,Arun D,Grocery,GRO-036,2,384.81,229.01,769.62,458.02,311.6,107.95,203.65,Card,Sunday
T011086,2020-01-12,South,B010,South - Mysore,Meera S,Electronics,ELE-003,1,11022.34,7709.85,11022.34,7709.85,3312.49,1019.02,2293.47,Card,Sunday
T011087,2021-11-17,South,B008,South - Bangalore,Ravi K,Clothing,CLO-040,1,2005.0,1312.02,2005.0,1312.02,692.98,360.92,332.06,Cash,Wednesday
T011088,2020-09-20,West,B013,West - Pune,Bhavani L,Home & Kitchen,HOM-032,1,3009.43,2028.26,3009.43,2028.26,981.17,543.84,437.33,UPI,Sunday
T011089,2019-07-24,South,B009,South - Mangalore,Nitin R,Clothing,CLO-035,1,3688.61,2625.83,3688.61,2625.83,1062.78,404.56,658.22,Card,Wednesday
T011090,2019-01-04,West,B012,West - Mumbai,Vikram J,Grocery,GRO-039,2,3582.91,2710.34,7165.82,5420.68,1745.14,940.7,804.44,Card,Friday
T011091,2020-01-26,East,B002,East - Kolkata,Priya N,Toys,TOY-045,2,2134.91,1484.68,4269.82,2969.36,1300.46,293.7,1006.76,NetBanking,Sunday
T011092,2019-06-27,East,B001,East - Bhubaneswar,Arun D,Electronics,ELE-001,1,12096.3,7868.92,12096.3,7868.92,4227.38,1116.17,3111.21,Card,Thursday
T011093,2019-02-23,West,B012,West - Mumbai,Vikram J,Home & Kitchen,HOM-027,1,2871.32,1688.47,2871.32,1688.47,1182.85,515.68,667.17,Card,Saturday
T011094,2021-03-13,East,B002,East - Kolkata,Priya N,Grocery,GRO-025,1,2525.1,1606.93,2525.1,1606.93,918.17,392.67,525.5,Cash,Saturday
T011095,2020-08-03,North,B007,North - Trichy,Sahana P,Health & Beauty,HEA-015,1,1144.86,561.52,1144.86,561.52,583.34,232.96,350.38,Card,Monday
T011096,2019-05-15,South,B010,South - Mysore,Meera S,Electronics,ELE-032,1,6758.61,3232.21,6758.61,3232.21,3526.4,912.3,2614.1,Cash,Wednesday
T011097,2019-06-30,North,B005,North - Coimbatore,Divya G,Grocery,GRO-045,1,1763.45,1084.17,1763.45,1084.17,679.28,143.21,536.07,Card,Sunday
T011098,2021-05-14,North,B004,North - Chennai,Anil Rao,Grocery,GRO-006,1,1932.82,1161.27,1932.82,1161.27,771.55,376.81,394.74,NetBanking,Friday
T011099,2019-05-29,West,B012,West - Mumbai,Vikram J,Toys,TOY-032,1,4190.67,2304.46,4190.67,2304.46,1886.21,309.81,1576.4,NetBanking,Wednesday
T011100,2019-06-15,East,B003,East - Siliguri,Sunita M,Home & Kitchen,HOM-020,1,117.58,53.65,117.58,53.65,63.93,48.43,15.5,Wallet,Saturday
T011101,2019-12-06,South,B010,South - Mysore,Meera S,Toys,TOY-001,1,3108.18,1623.1,3108.18,1623.1,1485.08,441.36,1043.72,Card,Friday
T011102,2020-12-22,East,B002,East - Kolkata,Priya N,Grocery,GRO-041,1,587.68,305.47,587.68,305.47,282.21,64.56,217.65,NetBanking,Tuesday
T011103,2020-06-02,South,B009,South - Mangalore,Nitin R,Grocery,GRO-008,1,1566.21,1026.74,1566.21,1026.74,539.47,290.13,249.34,Card,Tuesday
T011104,2021-10-09,South,B008,South - Bangalore,Ravi K,Clothing,CLO-012,1,4364.2,2981.11,4364.2,2981.11,1383.09,572.32,810.77,Card,Saturday
T011105,2020-02-03,North,B006,North - Madurai,Karthik V,Home & Kitchen,HOM-007,2,209.1,109.15,418.2,218.3,199.9,59.15,140.75,Card,Monday
T011106,2020-08-28,West,B012,West - Mumbai,Vikram J,Health & Beauty,HEA-010,1,4598.58,3546.8,4598.58,3546.8,1051.78,386.44,665.34,Card,Friday
T011107,2020-11-15,West,B011,West - Ahmedabad,Kumar S,Grocery,GRO-013,1,4601.17,3339.5,4601.17,3339.5,1261.67,546.19,715.48,UPI,Sunday
T011108,2020-01-03,East,B002,East - Kolkata,Priya N,Toys,TOY-035,2,90.41,53.73,180.82,107.46,73.36,26.2,47.16,Card,Friday
T011109,2020-09-01,East,B001,East - Bhubaneswar,Arun D,Grocery,GRO-033,1,327.31,151.02,327.31,151.02,176.29,83.38,92.91,Cash,Tuesday
T011110,2021-02-25,South,B010,South - Mysore,Meera S,Grocery,GRO-031,1,4397.9,2729.47,4397.9,2729.47,1668.43,465.59,1202.84,NetBanking,Thursday
T011111,2019-08-17,South,B010,South - Mysore,Meera S,Home & Kitchen,HOM-036,3,1292.89,695.66,3878.67,2086.98,1791.69,644.68,1147.01,Cash,Saturday
T011112,2019-08-03,South,B010,South - Mysore,Meera S,Grocery,GRO-008,2,1066.15,489.5,2132.3,979.0,1153.3,302.34,850.96,NetBanking,Saturday
T011113,2020-09-02,East,B002,East - Kolkata,Priya N,Toys,TOY-024,1,1022.47,766.85,1022.47,766.85,255.62,162.6,93.02,Card,Wednesday
T011114,2021-01-24,West,B013,West - Pune,Bhavani L,Grocery,GRO-040,1,1301.89,906.56,1301.89,906.56,395.33,69.28,326.05,UPI,Sunday
T011115,2019-09-15,North,B006,North - Madurai,Karthik V,Home & Kitchen,HOM-031,2,2072.74,1595.74,4145.48,3191.48,954.0,435.85,518.15,Card,Sunday
T011116,2020-07-30,North,B007,North - Trichy,Sahana P,Grocery,GRO-041,1,1793.69,1177.11,1793.69,1177.11,616.58,78.65,537.93,UPI,Thursday
T011117,2020-04-23,West,B013,West - Pune,Bhavani L,Grocery,GRO-037,1,3227.39,1839.42,3227.39,1839.42,1387.97,551.5,836.47,UPI,Thursday
T011118,2021-07-01,South,B008,South - Bangalore,Ravi K,Clothing,CLO-006,2,3287.2,2422.5,6574.4,4845.0,1729.4,794.2,935.2,Card,Thursday
T011119,2020-01-05,North,B005,North - Coimbatore,Divya G,Grocery,GRO-016,1,2946.36,1723.22,2946.36,1723.22,1223.14,255.14,968.0,Card,Sunday
T011120,2019-11-04,West,B012,West - Mumbai,Vikram J,Electronics,ELE-011,1,22475.75,12410.88,22475.75,12410.88,10064.87,1703.75,8361.12,UPI,Monday
T011121,2020-04-28,North,B007,North - Trichy,Sahana P,Clothing,CLO-005,1,4713.29,3095.14,4713.29,3095.14,1618.15,605.94,1012.21,Card,Tuesday
T011122,2019-10-10,South,B008,South - Bangalore,Ravi K,Clothing,CLO-021,2,4635.5,3114.91,9271.0,6229.82,3041.18,950.01,2091.17,Card,Thursday
T011123,2021-06-25,North,B006,North - Madurai,Karthik V,Grocery,GRO-020,1,4366.92,2521.54,4366.92,2521.54,1845.38,313.38,1532.0,Card,Friday
T011124,2019-03-03,South,B010,South - Mysore,Meera S,Clothing,CLO-006,1,2343.44,1375.27,2343.44,1375.27,968.17,393.0,575.17,UPI,Sunday
T011125,2021-12-03,North,B005,North - Coimbatore,Divya G,Grocery,GRO-038,1,2348.54,1350.09,2348.54,1350.09,998.45,244.3,754.15,Card,Friday
T011126,2021-01-04,East,B001,East - Bhubaneswar,Arun D,Home & Kitchen,HOM-035,1,608.46,466.51,608.46,466.51,141.95,63.03,78.92,NetBanking,Monday
T011127,2019-01-06,East,B001,East - Bhubaneswar,Arun D,Toys,TOY-022,1,2787.72,2145.14,2787.72,2145.14,642.58,504.05,138.53,NetBanking,Sunday
T011128,2019-08-22,South,B010,South - Mysore,Meera S,Health & Beauty,HEA-029,2,4040.62,2117.69,8081.24,4235.38,3845.86,467.64,3378.22,Cash,Thursday
T011129,2021-01-22,South,B010,South - Mysore,Meera S,Grocery,GRO-011,1,2508.58,1271.4,2508.58,1271.4,1237.18,423.95,813.23,Cash,Friday
T011130,2019-10-18,East,B003,East - Siliguri,Sunita M,Grocery,GRO-008,1,105.81,63.79,105.81,63.79,42.02,18.47,23.55,Card,Friday
T011131,2020-09-28,East,B002,East - Kolkata,Priya N,Grocery,GRO-019,1,2204.1,1425.75,2204.1,1425.75,778.35,281.21,497.14,Cash,Monday
T011132,2020-02-06,North,B005,North - Coimbatore,Divya G,Grocery,GRO-034,1,524.49,404.55,524.49,404.55,119.94,136.65,-16.71,Cash,Thursday
T011133,2019-06-30,North,B005,North - Coimbatore,Divya G,Electronics,ELE-044,1,11886.37,7045.71,11886.37,7045.71,4840.66,452.35,4388.31,UPI,Sunday
T011134,2021-07-20,East,B002,East - Kolkata,Priya N,Clothing,CLO-001,1,2916.69,1687.15,2916.69,1687.15,1229.54,546.87,682.67,UPI,Tuesday
T011135,2021-08-14,South,B009,South - Mangalore,Nitin R,Grocery,GRO-031,2,3901.87,2812.61,7803.74,5625.22,2178.52,439.44,1739.08,Cash,Saturday
T011136,2021-08-03,South,B008,South - Bangalore,Ravi K,Electronics,ELE-008,2,24932.52,12290.71,49865.04,24581.42,25283.62,1356.61,23927.01,Card,Tuesday
T011137,2020-03-18,West,B013,West - Pune,Bhavani L,Toys,TOY-018,1,2380.27,1106.21,2380.27,1106.21,1274.06,378.84,895.22,UPI,Wednesday
T011138,2019-11-17,North,B004,North - Chennai,Anil Rao,Toys,TOY-020,1,832.19,381.5,832.19,381.5,450.69,110.34,340.35,Cash,Sunday
T011139,2019-02-26,West,B011,West - Ahmedabad,Kumar S,Toys,TOY-012,1,2474.44,1212.54,2474.44,1212.54,1261.9,340.86,921.04,Card,Tuesday
T011140,2019-04-24,South,B009,South - Mangalore,Nitin R,Electronics,ELE-007,1,2112.44,1435.46,2112.44,1435.46,676.98,196.76,480.22,Cash,Wednesday
T011141,2020-06-11,East,B001,East - Bhubaneswar,Arun D,Grocery,GRO-017,1,1395.41,762.98,1395.41,762.98,632.43,64.9,567.53,Card,Thursday
T011142,2019-09-05,West,B012,West - Mumbai,Vikram J,Grocery,GRO-007,1,2998.93,1844.81,2998.93,1844.81,1154.12,397.72,756.4,UPI,Thursday
T011143,2021-12-19,West,B013,West - Pune,Bhavani L,Clothing,CLO-010,1,3773.76,2682.89,3773.76,2682.89,1090.87,315.26,775.61,Card,Sunday
T011144,2019-02-06,West,B013,West - Pune,Bhavani L,Grocery,GRO-022,1,520.24,349.07,520.24,349.07,171.17,45.7,125.47,Card,Wednesday
T011145,2021-01-08,East,B003,East - Siliguri,Sunita M,Home & Kitchen,HOM-049,2,4366.21,2982.31,8732.42,5964.62,2767.8,1069.23,1698.57,Card,Friday
T011146,2019-09-10,South,B010,South - Mysore,Meera S,Home & Kitchen,HOM-017,1,2625.63,1427.63,2625.63,1427.63,1198.0,274.64,923.36,Wallet,Tuesday
T011147,2019-10-14,South,B009,South - Mangalore,Nitin R,Grocery,GRO-026,2,2002.2,992.29,4004.4,1984.58,2019.82,146.54,1873.28,Card,Monday
T011148,2019-12-17,West,B013,West - Pune,Bhavani L,Grocery,GRO-034,1,3071.65,1780.44,3071.65,1780.44,1291.21,122.34,1168.87,Cash,Tuesday
T011149,2021-03-25,North,B004,North - Chennai,Anil Rao,Grocery,GRO-023,2,4812.8,3396.39,9625.6,6792.78,2832.82,852.82,1980.0,Card,Thursday
T011150,2021-08-06,North,B004,North - Chennai,Anil Rao,Toys,TOY-020,1,625.73,464.24,625.73,464.24,161.49,126.87,34.62,Card,Friday
T011151,2019-12-03,West,B013,West - Pune,Bhavani L,Health & Beauty,HEA-015,3,3774.19,2346.81,11322.57,7040.43,4282.14,381.85,3900.29,Card,Tuesday
T011152,2020-11-01,West,B013,West - Pune,Bhavani L,Clothing,CLO-050,2,3411.37,2296.57,6822.74,4593.14,2229.6,354.56,1875.04,Card,Sunday
T011153,2021-10-18,South,B010,South - Mysore,Meera S,Grocery,GRO-047,1,382.6,191.28,382.6,191.28,191.32,27.02,164.3,UPI,Monday
T011154,2020-11-10,West,B012,West - Mumbai,Vikram J,Grocery,GRO-032,1,4043.63,2219.46,4043.63,2219.46,1824.17,243.49,1580.68,UPI,Tuesday
T011155,2020-06-08,West,B012,West - Mumbai,Vikram J,Electronics,ELE-045,1,331.27,182.42,331.27,182.42,148.85,97.99,50.86,Card,Monday
T011156,2021-03-23,North,B004,North - Chennai,Anil Rao,Toys,TOY-024,1,1991.49,1140.31,1991.49,1140.31,851.18,227.34,623.84,Card,Tuesday
T011157,2021-04-06,West,B012,West - Mumbai,Vikram J,Clothing,CLO-030,1,981.76,676.08,981.76,676.08,305.68,120.28,185.4,UPI,Tuesday
T011158,2020-11-23,North,B005,North - Coimbatore,Divya G,Home & Kitchen,HOM-025,1,4095.18,2929.09,4095.18,2929.09,1166.09,723.24,442.85,Card,Monday
T011159,2021-11-28,West,B012,West - Mumbai,Vikram J,Clothing,CLO-014,2,4678.86,2444.3,9357.72,4888.6,4469.12,1525.21,2943.91,Card,Sunday
T011160,2020-07-09,South,B009,South - Mangalore,Nitin R,Clothing,CLO-009,1,1509.48,1167.54,1509.48,1167.54,341.94,181.73,160.21,Cash,Thursday
T011161,2020-11-23,East,B002,East - Kolkata,Priya N,Grocery,GRO-037,1,1105.36,527.89,1105.36,527.89,577.47,194.27,383.2,Card,Monday
T011162,2021-09-18,East,B003,East - Siliguri,Sunita M,Clothing,CLO-035,5,4827.97,3619.56,24139.85,18097.8,6042.05,3198.56,2843.49,Card,Saturday
T011163,2019-09-14,West,B012,West - Mumbai,Vikram J,Toys,TOY-041,1,548.77,304.75,548.77,304.75,244.02,97.57,146.45,Card,Saturday
T011164,2021-07-04,East,B002,East - Kolkata,Priya N,Health & Beauty,HEA-021,1,795.55,530.45,795.55,530.45,265.1,58.81,206.29,Card,Sunday
T011165,2019-01-03,West,B012,West - Mumbai,Vikram J,Home & Kitchen,HOM-012,1,135.98,82.15,135.98,82.15,53.83,10.94,42.89,Card,Thursday
T011166,2020-05-14,North,B007,North - Trichy,Sahana P,Toys,TOY-039,1,4814.62,3698.24,4814.62,3698.24,1116.38,627.92,488.46,Card,Thursday
T011167,2019-04-02,North,B005,North - Coimbatore,Divya G,Toys,TOY-013,1,1453.98,736.56,1453.98,736.56,717.42,108.24,609.18,UPI,Tuesday
T011168,2020-07-18,North,B004,North - Chennai,Anil Rao,Grocery,GRO-002,1,737.16,392.4,737.16,392.4,344.76,69.85,274.91,UPI,Saturday
T011169,2021-05-15,North,B005,North - Coimbatore,Divya G,Toys,TOY-038,1,1570.44,1207.58,1570.44,1207.58,362.86,161.85,201.01,Card,Saturday
T011170,2021-09-23,West,B013,West - Pune,Bhavani L,Clothing,CLO-005,1,1206.24,557.39,1206.24,557.39,648.85,173.27,475.58,Card,Thursday
T011171,2019-05-03,East,B003,East - Siliguri,Sunita M,Health & Beauty,HEA-022,1,3009.86,2087.5,3009.86,2087.5,922.36,241.65,680.71,Cash,Friday
T011172,2020-11-21,South,B010,South - Mysore,Meera S,Grocery,GRO-023,1,4005.39,2061.23,4005.39,2061.23,1944.16,247.58,1696.58,Card,Saturday
T011173,2020-08-30,East,B002,East - Kolkata,Priya N,Clothing,CLO-020,2,3859.8,2055.66,7719.6,4111.32,3608.28,836.01,2772.27,Card,Sunday
T011174,2020-04-25,East,B003,East - Siliguri,Sunita M,Clothing,CLO-047,2,3567.83,2029.42,7135.66,4058.84,3076.82,1015.12,2061.7,Card,Saturday
T011175,2021-06-16,South,B008,South - Bangalore,Ravi K,Clothing,CLO-005,1,856.52,578.82,856.52,578.82,277.7,75.84,201.86,Card,Wednesday
T011176,2019-01-27,South,B009,South - Mangalore,Nitin R,Grocery,GRO-006,1,1814.46,1263.11,1814.46,1263.11,551.35,208.03,343.32,UPI,Sunday
T011177,2020-01-02,West,B013,West - Pune,Bhavani L,Grocery,GRO-033,1,3503.08,1805.26,3503.08,1805.26,1697.82,107.65,1590.17,Cash,Thursday
T011178,2019-09-13,West,B013,West - Pune,Bhavani L,Clothing,CLO-022,1,329.64,153.56,329.64,153.56,176.08,54.08,122.0,NetBanking,Friday
T011179,2019-08-10,East,B002,East - Kolkata,Priya N,Home & Kitchen,HOM-032,2,1326.33,1000.49,2652.66,2000.98,651.68,295.56,356.12,Wallet,Saturday
T011180,2021-09-11,East,B001,East - Bhubaneswar,Arun D,Clothing,CLO-029,1,1605.11,1134.76,1605.11,1134.76,470.35,222.62,247.73,NetBanking,Saturday
